x,y
0., 1.
0.14426966292134835, 0.9308983218163871
0.25887640449438176, 1.041461006910168
0.37348314606741495, 0.9447186574531101
0.5797752808988759, 0.8410661401776908
0.679101123595505, 0.9654491609081934
0.923595505617977, 0.7443237907206313
1.0916853932584267, 0.7650542941757159
1.2979775280898873, 0.6406712734452118
1.382022471910112, 0.7788746298124379
1.6417977528089884, 0.7788746298124383
1.7564044943820218, 0.6890424481737412
1.9856179775280896, 0.8065153010858833
2.12314606741573, 0.7650542941757165
2.214831460674157, 0.8272458045409665
2.3905617977528086, 0.7581441263573534
2.719101123595505, 0.6406712734452112
2.8260674157303365, 0.6199407699901274
2.90247191011236, 0.7305034550839087
3.0782022471910104, 0.7028627838104637
3.154606741573033, 0.6406712734452129
3.353258426966291, 0.7305034550839078
3.6283146067415726, 0.799605133267522
3.9339325842696624, 0.9032576505429426
4.0867415730337076, 0.9654491609081917
4.583370786516853, 0.9170779861796632
4.850786516853932, 1.0207305034550842
5.18696629213483, 1.055281342546891
5.568988764044943, 1.1243830207305032
5.737078651685393, 1.089832181638697
5.989213483146067, 1.1865745310957556
6.378876404494382, 1.1865745310957556
6.63865168539326, 1.172754195459033
7.035955056179775, 1.345508390918066
7.226966292134831, 1.317867719644621
7.5631460674157305, 1.483711747285292
7.677752808988764, 1.3593287265547889
7.861123595505618, 1.4353405725567632
7.929887640449438, 1.359328726554789
7.991011235955057, 1.462981243830208
8.204943820224718, 1.3109575518262584
8.365393258426966, 1.3662388943731496
8.510561797752807, 1.255676209279369
8.655730337078651, 1.3247778874629814
8.732134831460675, 1.145113524185588
8.846741573033707, 1
8.923146067415729, 1.0552813425468908
9.09123595505618, 0.9654491609081891
9.205842696629212, 0.8825271470878582
9.328089887640449, 1.0483711747285291
9.457977528089888, 1.10365251727542
9.519101123595505, 1.0760118460019739
9.67191011235955, 1.2418558736426457
9.862921348314606, 1.3662388943731498
10.01573033707865, 1.4491609081934844
10.122696629213483, 1.3662388943731487
10.275505617977528, 1.525172754195459
10.497078651685392, 1.4146100691016792
10.833258426966292, 1.5044422507403767
11.10831460674157, 1.6426456071076017
11.368089887640448, 1.7393879565646606
11.536179775280898, 1.7462981243830202
11.688988764044943, 1.5597235932872653
11.941123595505617, 1.7048371174728525
12.177977528089887, 1.870681145113525
12.346067415730335, 1.9121421520236925
12.613483146067415, 1.8499506416584413
12.781573033707863, 1.9812438302073048
12.880898876404494, 1.9466929911154986
13.102471910112358, 2.119447186574531
13.285842696629212, 2.195459032576505
13.415730337078653, 2.3820335636722607
13.622022471910114, 2.416584402764068
13.835955056179776, 2.4304047384007914
14.080449438202244, 2.5962487660414615
14.195056179775278, 2.589338598223099
14.447191011235955, 2.7344521224086873
14.699325842696627, 2.921026653504442
14.821573033707864, 2.8726554787759135
14.897977528089887, 3.073050345508393
15.08134831460674, 3.107601184600198
15.28, 3.155972359328728
15.341123595505616, 3.3149062191510374
15.593258426966292, 3.2458045409674225
15.669662921348314, 3.1076011846001963
15.937078651685392, 3.2941757156959515
16.14337078651685, 3.0384995064165854
16.34202247191011, 3.287265547877592
16.357303370786514, 3.21816386969398
16.563595505617975, 3.4738400789733466
16.846292134831458, 3.4600197433366233
16.968539325842695, 3.6396841066140198
17.18247191011236, 3.8884501480750253
17.266516853932583, 3.7778874629812442
17.45752808988764, 3.943731490621913
17.60269662921348, 4.026653504442253
17.793707865168535, 4.1510365251727555
17.885393258426966, 4.372161895360318
18.03056179775281, 4.662388943731492
18.137528089887642, 4.4689042448173755
18.328539325842698, 4.572556762092793
18.458426966292134, 4.648568608094769
18.702921348314607, 4.8904244817374165
18.75640449438202, 4.703849950641659
18.863370786516853, 4.835143139190526
18.947415730337077, 4.745310957551826
