x,y
0., 1.
0.19011235955056127, 0.9101678183613036
0.3658426966292134, 1.1036525172754204
0.7478651685393256, 1.0760118460019743
0.9923595505617974, 1.124383020730504
1.3056179775280898, 1.2073050345508396
1.4507865168539322, 1.3109575518262593
1.6112359550561797, 1.3593287265547886
1.7411235955056177, 1.297137216189536
1.9321348314606739, 1.4007897334649555
2.069662921348314, 1.3800592300098722
2.1842696629213476, 1.3869693978282336
2.4746067415730333, 1.324777887462982
2.5510112359550554, 1.1727541954590333
2.696179775280899, 1.138203356367227
2.7878651685393248, 1.1036525172754204
2.8260674157303365, 1.4007897334649555
3.0476404494382017, 1.3455083909180656
3.215730337078652, 1.3247778874629819
3.437303370786516, 1.5389930898321822
3.8116853932584265, 1.608094768015795
4.147865168539326, 1.7393879565646593
4.2624719101123585, 1.663376110562685
4.308314606741574, 1.7946692991115505
4.399999999999999, 1.73938795656466
4.4534831460674145, 1.8292201382033566
4.782022471910111, 1.7324777887462979
5.102921348314606, 1.7393879565646595
5.4543820224719095, 1.6633761105626856
5.866966292134832, 1.7324777887462974
6.142022471910111, 1.8775913129318869
6.333033707865167, 1.9466929911154989
6.4476404494382, 1.89832181638697
6.653932584269661, 1.8706811451135241
6.745617977528089, 1.9328726554787758
6.867865168539326, 2.1470878578479757
6.990112359550561, 2.0848963474827253
7.1352808988764025, 2.264560710760118
7.39505617977528, 2.250740375123395
7.723595505617978, 2.1954590325765064
7.96808988764045, 2.2576505429417577
8.097977528089885, 2.077986179664364
8.426516853932585, 2.623889437314907
8.54876404494382, 2.451135241855874
8.655730337078651, 2.575518262586378
8.79325842696629, 2.1747285291214213
8.892584269662922, 2.423494570582429
9.060674157303371, 2.319842053307009
9.16, 2.0088845014807504
9.442696629213483, 2.2438302073050367
9.580224719101121, 2.1747285291214222
9.778876404494381, 2.3267522211253717
9.969887640449437, 2.554787759131293
10.237303370786517, 2.471865745310957
10.306067415730336, 2.554787759131293
10.581123595505616, 2.3820335636722607
10.703370786516855, 2.451135241855874
10.80269662921348, 2.610069101678184
10.93258426966292, 2.6446199407699913
11.161797752808988, 2.851924975320829
11.261123595505618, 2.7137216189536035
11.352808988764043, 2.817374136229022
11.429213483146066, 2.69990128331688
11.536179775280898, 2.8311944718657456
11.61258426966292, 2.692991115498518
11.81123595505618, 2.879565646594273
11.979325842696632, 3.0039486673247793
12.376629213483145, 3.2319842053307015
12.804494382022472, 3.612043435340571
12.95730337078652, 3.681145113524186
13.094831460674156, 3.5982230997038505
13.301123595505617, 3.764067127344522
13.37752808988764, 3.992102665350445
13.606741573033707, 4.01974333662389
13.82831460674157, 3.8538993089832188
14.011685393258428, 3.985192497532082
14.09573033707865, 4.144126357354393
14.386067415730336, 4.144126357354394
14.561797752808985, 4.116485686080948
14.737528089887638, 4.220138203356369
14.98202247191011, 4.323790720631788
15.165393258426965, 4.303060217176704
15.386966292134831, 4.55873642645607
15.669662921348314, 4.1786771964462
15.776629213483146, 3.9782823297137213
15.952359550561797, 4.047384007897336
16.082247191011234, 3.8331688055281354
16.189213483146062, 3.5774925962487663
16.410786516853932, 3.6465942744323785
16.563595505617975, 3.7087857847976315
16.754606741573035, 3.563672260612045
17.037303370786514, 3.770977295162882
17.46516853932584, 3.9091806515301104
17.900674157303367, 4.026653504442252
17.946516853932582, 4.303060217176704
18.053483146067414, 4.61401776900296
18.152808988764043, 4.4689042448173755
18.3591011235955, 4.607107601184598
18.672359550561797, 4.786771964461995
18.82516853932584, 4.696939782823298
18.97033707865169, 4.427443237907207
