,0
0,-0.1156712993979454
1,-0.1927156299352646
2,0.15086840093135834
3,0.19241999089717865
4,0.021599071100354195
5,0.05534455180168152
6,0.048830628395080566
7,0.13716095685958862
8,0.019434086978435516
9,0.030361024662852287
10,0.053253937512636185
11,-0.030853573232889175
12,-0.0009968412341549993
13,0.009844467975199223
14,0.025300411507487297
15,0.043031223118305206
16,0.029308607801795006
17,-0.0444662980735302
18,-0.020526530221104622
19,0.06896039843559265
20,0.019612282514572144
21,0.06498000770807266
22,0.044774819165468216
23,-0.02378573827445507
24,0.051475148648023605
25,-0.00097796437330544
26,-0.011273818090558052
27,0.009830757044255733
28,0.017093857750296593
29,0.03539462387561798
30,0.020559053868055344
31,-0.010765956714749336
32,-0.0013421557378023863
33,-0.003225558204576373
34,0.0022028498351573944
35,0.05353522300720215
36,-0.026522120460867882
37,0.0910610780119896
38,-0.0009912834502756596
39,0.02030497044324875
40,0.04501274228096008
41,0.03872779756784439
42,-0.0014732345007359982
43,-0.07352445274591446
44,0.07753384113311768
45,0.019432738423347473
46,-0.0274001844227314
47,-0.0019100564531981945
48,-0.041311442852020264
49,0.01396249234676361
50,-0.003758831415325403
51,-0.0009929626248776913
52,0.05947680398821831
53,0.025401489809155464
54,0.026236064732074738
55,0.024103334173560143
56,0.04868044704198837
57,-0.010826639831066132
58,0.03966689482331276
59,-0.04175242409110069
60,0.028039876371622086
61,0.04415149614214897
62,0.04600248485803604
63,0.032447729259729385
64,-0.000998570816591382
65,-0.03547266498208046
66,0.029239153489470482
67,0.08927571773529053
68,0.009798243641853333
69,0.007912905886769295
70,0.006142629310488701
71,0.0006317638326436281
72,0.023688020184636116
73,-0.0014846120029687881
74,-0.006566646043211222
75,0.0687575712800026
76,-0.0009644527453929186
77,-0.0009942676406353712
78,-0.030707823112607002
79,0.05702734366059303
80,-0.03572068363428116
81,0.020193032920360565
82,0.010308869183063507
83,-0.024466529488563538
84,0.010849381797015667
85,-0.05423247441649437
86,-0.021805115044116974
87,0.09574207663536072
88,0.018097465857863426
89,0.0015136431902647018
90,-0.000997773720882833
91,-0.059273868799209595
92,0.016746405512094498
93,0.08107911795377731
94,0.014749706722795963
95,0.05319778621196747
96,-0.04668952524662018
97,0.118901327252388
98,-0.012812472879886627
99,-0.027121953666210175
100,0.008009376004338264
101,0.06813071668148041
102,0.027319934219121933
103,-0.0009924853220582008
104,0.023299649357795715
105,0.05240678787231445
106,-0.00943891704082489
107,0.007369167171418667
108,0.011202920228242874
109,0.011475163511931896
110,0.0016518064076080918
111,0.020672596991062164
112,0.019558651372790337
113,-0.07170569896697998
114,0.0025444417260587215
115,0.050320956856012344
116,-0.0009937422582879663
117,-0.014984442852437496
118,-0.07497279345989227
119,-0.02346779592335224
120,-0.03423614427447319
121,0.038216691464185715
122,0.017890138551592827
123,0.07974032312631607
124,0.01144010666757822
125,0.04154467582702637
126,-0.026829753071069717
127,0.059984240680933
128,-0.12139880657196045
129,-0.0009911305969581008
