,0
0,-0.05911349505186081
1,-0.027514073997735977
2,0.10181668400764465
3,-0.013072334229946136
4,-0.028554925695061684
5,0.03684685751795769
6,-0.00011294333671685308
7,-0.03396221250295639
8,0.12586283683776855
9,0.002433217130601406
10,-0.12154356390237808
11,0.01905953884124756
12,-0.0004277664702385664
13,-0.0013030830305069685
14,0.32522204518318176
15,-0.15983563661575317
16,-0.09916011244058609
17,0.4400823712348938
18,0.0074389358051121235
19,-0.0017031322931870818
20,0.0076360744424164295
21,-0.052017223089933395
22,-0.11959636211395264
23,0.06466586142778397
24,0.11263050138950348
25,0.03834659606218338
26,-5.0188300519948825e-05
27,0.013051019050180912
28,0.04573555663228035
29,0.02736610546708107
30,-0.03158529847860336
31,-0.0054266201332211494
32,-0.0007806557114236057
33,-0.06950198858976364
34,-0.03899609297513962
35,-0.0919007807970047
36,0.09178943932056427
37,0.05043293535709381
38,-0.0764254704117775
39,-0.0008040706161409616
40,0.0025403029285371304
41,0.016218794509768486
42,-0.004873205907642841
43,0.08611609041690826
44,0.09728800505399704
45,0.02070816233754158
46,0.010282935574650764
47,-0.0050009312108159065
48,-0.0049727968871593475
49,0.03379025682806969
50,0.004323200788348913
51,0.04302290454506874
52,-0.0009893696988001466
53,-0.0030536269769072533
54,-0.014687838032841682
55,0.00026456546038389206
56,-0.017798325046896935
57,0.008648306131362915
58,0.03502388298511505
59,-0.025313153862953186
60,0.016387412324547768
61,0.011023785918951035
62,-0.01594916358590126
63,0.08860151469707489
64,0.0071149105206131935
65,-0.03055790439248085
66,0.02409515157341957
67,-0.016540780663490295
68,-0.02845735102891922
69,0.0455908440053463
70,-0.015163290314376354
71,0.04060349240899086
72,0.0015860646963119507
73,0.03001958504319191
74,0.015848025679588318
75,0.08408132195472717
76,0.009809166193008423
77,0.052896976470947266
78,-0.0017356034368276596
79,0.03912665694952011
80,0.02565525472164154
81,-0.03958425298333168
82,-0.027610447257757187
83,-0.0380464605987072
84,0.08932159841060638
85,0.0371190570294857
86,0.05164342373609543
87,0.04905356466770172
88,0.023717766627669334
89,0.03287388011813164
90,0.01339305005967617
91,-0.05025344341993332
92,0.04144350811839104
93,0.058615148067474365
94,0.007049270439893007
95,0.03970322757959366
96,-0.03732887655496597
97,0.032493896782398224
98,0.05270490050315857
99,-0.051538560539484024
100,0.06702227890491486
101,-0.0009941088501363993
102,-0.07965123653411865
103,-0.044112980365753174
104,0.01621992327272892
105,0.2025110125541687
106,0.0024017556570470333
107,-0.10113006830215454
108,-0.00450470857322216
109,0.040843382477760315
110,-0.053512245416641235
111,-0.22758693993091583
112,0.08895456790924072
113,-0.0008879429660737514
114,-0.059233374893665314
115,-0.048480529338121414
116,0.08326438069343567
117,0.07559750974178314
118,0.018014438450336456
119,0.015533844009041786
120,0.09244946390390396
121,0.041930802166461945
122,0.041895393282175064
123,0.00787318591028452
124,0.029839275404810905
125,0.02790781296789646
126,0.003826388157904148
127,-0.034347716718912125
128,0.06017719954252243
129,0.04354225471615791
130,-0.10106071829795837
131,0.05232907086610794
132,-0.04710565134882927
133,0.027217259630560875
134,0.03467460721731186
135,0.031013667583465576
136,0.010016173124313354
137,0.062416139990091324
138,0.09289084374904633
139,0.014064805582165718
140,-0.08963397145271301
141,0.05566981062293053
142,0.010778851807117462
143,-0.03614456579089165
144,0.021279113367199898
145,-0.09300564229488373
146,-0.0001620287075638771
147,0.04280346632003784
148,0.04059465229511261
149,0.0063433414325118065
150,0.03369689732789993
151,0.05165933817625046
152,0.013937003910541534
153,0.009286364540457726
154,0.00045055034570395947
155,-0.035579536110162735
156,0.02807622030377388
157,0.029817860573530197
158,0.018711021170020103
159,0.020672302693128586
160,-0.04189694672822952
161,0.01806548424065113
162,0.031877607107162476
163,0.023953597992658615
164,0.02623855322599411
165,-0.001115221530199051
166,0.03316326439380646
167,0.02574944868683815
168,-0.009038424119353294
169,0.05502018332481384
170,-0.046179141849279404
171,0.04776691645383835
172,0.018926242366433144
173,0.04880895838141441
174,0.013186624273657799
175,-0.0009703106479719281
176,-0.042236682027578354
177,0.04301173985004425
178,-0.001741166110150516
179,-0.017971720546483994
180,0.04100441187620163
181,0.034541040658950806
182,0.0018688405398279428
183,0.02850322052836418
184,0.007542275823652744
185,0.0018979650922119617
186,0.039097994565963745
187,0.007872011512517929
188,-0.013100452721118927
189,0.016677629202604294
190,-0.011763492599129677
191,0.03806412220001221
192,0.014182506129145622
193,-0.01795446313917637
194,-0.0030026589520275593
195,-0.04174494743347168
196,0.00886542908847332
197,0.06359809637069702
198,0.0233827643096447
199,-0.011987410485744476
200,-0.09899027645587921
201,0.04520956054329872
202,0.06879781931638718
203,0.039242327213287354
204,-0.007946668192744255
205,0.010874420404434204
206,0.05291634052991867
207,0.00907055288553238
208,-0.026971548795700073
209,0.003930626902729273
210,0.051759179681539536
211,0.03768739104270935
212,0.01995333842933178
213,0.022372253239154816
214,-0.022326800972223282
215,-0.03773503750562668
216,0.04376218467950821
217,0.021928444504737854
218,0.007225699722766876
219,0.016790542751550674
220,0.019195791333913803
221,0.03825736045837402
222,-0.0013346802443265915
223,0.06037790700793266
224,0.05651179701089859
225,-0.05724700540304184
226,0.07118379324674606
227,-0.0568704828619957
228,0.05572348088026047
229,0.053365640342235565
230,-0.03977746143937111
231,0.05356184393167496
232,0.03130105510354042
233,0.006799777038395405
234,-0.05636528879404068
235,-0.0331496000289917
236,-0.000995228998363018
