,0
0,-0.1116013452410698
1,-0.03821000084280968
2,0.10788992047309875
3,0.10670264065265656
4,0.05261204391717911
5,0.04698432609438896
6,0.020880937576293945
7,0.026732593774795532
8,0.01781998574733734
9,0.0003655245527625084
10,0.0714053362607956
11,0.02002362534403801
12,-0.0009929139632731676
13,-0.0763801708817482
14,0.029841070994734764
15,0.009211314842104912
16,0.04253773391246796
17,-0.15351656079292297
18,-0.0966334193944931
19,0.09690532833337784
20,0.022775018587708473
21,0.03637086972594261
22,0.05309297889471054
23,-0.02608085237443447
24,0.06067562475800514
25,-0.00099712994415313
26,0.012031982652842999
27,0.002342967316508293
28,0.013368826359510422
29,0.04024192690849304
30,-0.026838187128305435
31,-0.015782617032527924
32,-0.014673791825771332
33,-0.08966007083654404
34,-0.016135020181536674
35,0.10998048633337021
36,-0.0919879674911499
37,0.09738464653491974
38,-0.0009979421738535166
39,0.05075438693165779
40,0.013907818123698235
41,0.01952563412487507
42,0.0057152751833200455
43,-0.08133624494075775
44,0.04234757646918297
45,-0.0015507275238633156
46,0.08612804114818573
47,0.02111668325960636
48,-0.03332500159740448
49,0.011474761180579662
50,-0.007263495121151209
51,-0.0009980108588933945
52,0.026764586567878723
53,0.026668909937143326
54,0.023296257480978966
55,0.12483812868595123
56,0.05474112927913666
57,-0.010589217767119408
58,-0.06852016597986221
59,0.04899692162871361
60,0.028882209211587906
61,0.01593061164021492
62,0.06280363351106644
63,-0.007882953621447086
64,-0.000997615628875792
65,-0.02390076220035553
66,0.044216033071279526
67,0.09248858690261841
68,-0.002958473516628146
69,0.009328057989478111
70,0.01727183535695076
71,0.002731295535340905
72,0.005239914171397686
73,-0.00025110505521297455
74,-0.06946563720703125
75,0.05889206752181053
76,0.003758201375603676
77,-0.0009983023628592491
78,-0.13100022077560425
79,0.09302237629890442
80,-0.07175999134778976
81,0.1962956190109253
82,0.028589947149157524
83,-0.05261710286140442
84,0.007603662088513374
85,-0.04801114648580551
86,0.005608617793768644
87,0.10948778688907623
88,0.03983099386096001
89,0.023987339809536934
90,-0.0009834918892011046
91,-0.12114230543375015
92,-0.038003139197826385
93,0.0805070698261261
94,-0.044235918670892715
95,0.05527835711836815
96,-0.04889686033129692
97,0.11766593158245087
98,-0.02849128656089306
99,0.016512813046574593
100,0.023424673825502396
101,0.07108474522829056
102,0.030461598187685013
103,-0.0009961513569578528
104,0.008795426227152348
105,0.04056381434202194
106,-0.004645032808184624
107,-0.018905118107795715
108,0.01026128325611353
109,-0.025722531601786613
110,0.04339272156357765
111,0.001962333917617798
112,0.01559552364051342
113,0.012656216509640217
114,0.003932185936719179
115,0.03331930190324783
116,-0.0009989995742216706
117,0.017854945734143257
118,-0.013496206142008305
119,-0.0241086408495903
120,0.06923191994428635
121,0.0748898908495903
122,-0.011991291306912899
123,0.060690924525260925
124,0.052473537623882294
125,-0.06577759236097336
126,-0.016384737566113472
127,0.07035115361213684
128,-0.08069318532943726
129,-0.0009921164019033313
