,0
0,-0.06346218287944794
1,-0.017411034554243088
2,0.0979083850979805
3,-0.0251157209277153
4,-0.022483401000499725
5,0.04666446894407272
6,-0.0004839812172576785
7,-0.024520717561244965
8,0.09436148405075073
9,-0.0053328960202634335
10,-0.08694423735141754
11,0.0157967247068882
12,-0.005698454100638628
13,-0.0006046025082468987
14,0.1432739496231079
15,-0.10683400928974152
16,-0.04862707853317261
17,0.2660825848579407
18,0.007238364778459072
19,-0.0012063940521329641
20,0.02229883521795273
21,-0.04667044058442116
22,-0.0723685473203659
23,0.09265707433223724
24,0.13351112604141235
25,0.04493795707821846
26,-0.0006302983965724707
27,0.022492798045277596
28,0.03915838524699211
29,0.024470079690217972
30,-0.02475663647055626
31,-0.0013462011702358723
32,-0.000611563737038523
33,-0.06274224817752838
34,-0.016827790066599846
35,-0.0986039936542511
36,0.10141021013259888
37,0.07933367788791656
38,-0.08691127598285675
39,-0.00037156930193305016
40,-0.0076686483807861805
41,0.009407727979123592
42,-0.0031665870919823647
43,0.07922723889350891
44,0.08770881593227386
45,0.026688288897275925
46,0.014622321352362633
47,-0.01975904405117035
48,-0.009079981595277786
49,0.030593913048505783
50,0.010529828257858753
51,0.05194220691919327
52,-0.000993280322290957
53,-0.006522359326481819
54,-0.03765736520290375
55,-0.012413018383085728
56,-0.01742473803460598
57,0.012858787551522255
58,0.03524808958172798
59,-0.016168871894478798
60,0.021216776221990585
61,0.010086696594953537
62,-0.008803595788776875
63,0.08970822393894196
64,0.008140338584780693
65,-0.035035692155361176
66,0.011027650907635689
67,-0.01582559384405613
68,-0.023847592994570732
69,0.04235808551311493
70,-0.015484321862459183
71,0.04337051510810852
72,-0.013333962298929691
73,0.057132523506879807
74,0.02240627072751522
75,0.07683631777763367
76,0.012326182797551155
77,0.051768235862255096
78,0.0018933580722659826
79,0.021533548831939697
80,0.05257664993405342
81,-0.03524555265903473
82,-0.032066769897937775
83,-0.0412541888654232
84,0.0866975337266922
85,0.035009972751140594
86,0.04905620962381363
87,0.04034573212265968
88,0.029133986681699753
89,0.03511480987071991
90,0.024272197857499123
91,-0.053730640560388565
92,0.04158451035618782
93,0.07021702080965042
94,0.005035055801272392
95,0.03975002467632294
96,-0.03894415497779846
97,0.039661481976509094
98,0.05338910222053528
99,-0.04817603528499603
100,0.04905138909816742
101,-0.0009969312231987715
102,-0.0811673179268837
103,-0.033500246703624725
104,0.011747979559004307
105,0.1369585543870926
106,0.012122833169996738
107,-0.10425162315368652
108,0.004210005514323711
109,0.04086483269929886
110,-0.04904532432556152
111,-0.2568345069885254
112,0.07680408656597137
113,-0.0031095491722226143
114,-0.05077240616083145
115,-0.03684939444065094
116,0.07975826412439346
117,0.07764272391796112
118,0.021005596965551376
119,0.019600884988904
120,0.0964481383562088
121,0.04078027233481407
122,0.041856274008750916
123,0.018248500302433968
124,0.039571795612573624
125,0.029312487691640854
126,0.009548148140311241
127,-0.019032228738069534
128,0.05895397067070007
129,0.043571777641773224
130,-0.09999050945043564
131,0.04580571502447128
132,-0.05151497572660446
133,0.025431953370571136
134,0.03496450558304787
135,0.031986624002456665
136,0.009146995842456818
137,0.06233896687626839
138,0.14411944150924683
139,0.016200680285692215
140,-0.07837239652872086
141,0.05759478732943535
142,0.008692672476172447
143,-0.036425814032554626
144,0.01698579080402851
145,-0.09089595079421997
146,0.0013529956340789795
147,0.044244058430194855
148,0.040021173655986786
149,0.003914488013833761
150,0.029327308759093285
151,0.051641713827848434
152,0.01404324360191822
153,0.007095851469784975
154,0.0026230639778077602
155,-0.030237410217523575
156,0.026239125058054924
157,0.036647729575634
158,0.015112370252609253
159,0.023123688995838165
160,-0.03729239106178284
161,0.016397614032030106
162,0.02510049194097519
163,0.021421311423182487
164,0.025440961122512817
165,0.01568380370736122
166,0.03663020208477974
167,0.039547599852085114
168,-0.013481946662068367
169,0.055773086845874786
170,-0.04177582263946533
171,0.04296742007136345
172,0.021107953041791916
173,0.041949644684791565
174,0.01808089390397072
175,-0.0010550965089350939
176,-0.03168690204620361
177,0.03650922328233719
178,0.0006640686187893152
179,-0.011634399183094501
180,0.03420798107981682
181,0.023269155994057655
182,0.004657571204006672
183,0.028676096349954605
184,0.006854617036879063
185,-0.005353852640837431
186,0.04953315109014511
187,0.006962865591049194
188,-0.012344097718596458
189,0.02527710050344467
190,-0.016576901078224182
191,0.03716438263654709
192,0.011520540341734886
193,-0.01940125972032547
194,-0.00443000765517354
195,-0.03986242786049843
196,-0.0017790752463042736
197,0.06460639089345932
198,0.031725600361824036
199,-0.01685374230146408
200,-0.09769749641418457
201,0.04287659376859665
202,0.07082967460155487
203,0.03710470348596573
204,-0.010460251942276955
205,0.018486469984054565
206,0.05454963073134422
207,0.013192040845751762
208,-0.020932845771312714
209,0.0019710822962224483
210,0.04898643121123314
211,0.038544874638319016
212,0.01399900484830141
213,0.028146114200353622
214,0.002268030308187008
215,-0.029837165027856827
216,0.039776235818862915
217,0.025085683912038803
218,0.00937465950846672
219,0.017089825123548508
220,0.020659763365983963
221,0.038708608597517014
222,0.0138551015406847
223,0.05448543280363083
224,0.05464804917573929
225,-0.05449678748846054
226,0.0689041018486023
227,-0.05516664683818817
228,0.046012647449970245
229,0.046477533876895905
230,-0.021536557003855705
231,0.05476318299770355
232,0.026698369532823563
233,0.011142590083181858
234,-0.053653378039598465
235,-0.01977168768644333
236,-0.0009974527638405561
